Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Ethiopia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2007,53,Units,%,Reported,Free,,,,,,Other NS 2007,,,End of fieldwork,,2005-2015,Total
Ethiopia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2011,46.9,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,End of fieldwork,,2005-2015,Total
Ethiopia,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2015,63.6,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2015,,,End of fieldwork,,2005-2015,Total
Ethiopia,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2005,1.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2005,,,End of fieldwork,,2005,15 to 49 years old
Ethiopia,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2007,46.8,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2007,,,End of fieldwork,,2007-2011,Under 5 years old
Ethiopia,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2011,27.6,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,End of fieldwork,,2007-2011,Under 5 years old
Ethiopia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2011,23,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2010-2011,,,End of fieldwork,,2011-2016,Under 5 years old
Ethiopia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2016,34.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2011-2016,Under 5 years old
Ethiopia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2011,25.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2010-2011,,,End of fieldwork,,2011-2016,Under 5 years old
Ethiopia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2016,35.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2011-2016,Under 5 years old
Ethiopia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2011,24.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2010-2011,,,End of fieldwork,,2011-2016,Under 5 years old
Ethiopia,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2016,35.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016,,,End of fieldwork,,2011-2016,Under 5 years old
Ethiopia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2011,15.5,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,End of fieldwork,,2011-2015,Under 5 years old
Ethiopia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2015,16.5,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2015,,,End of fieldwork,,2011-2015,Under 5 years old
Ethiopia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2011,17.3,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,End of fieldwork,,2011-2015,Under 5 years old
Ethiopia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2015,17,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2015,,,End of fieldwork,,2011-2015,Under 5 years old
Ethiopia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2011,19.8,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2011,,,End of fieldwork,,2011-2015,Under 5 years old
Ethiopia,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2015,16.7,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2015,,,End of fieldwork,,2011-2015,Under 5 years old
Fiji,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2021,68.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2021 (Preliminary Results),,,End of fieldwork,,2021,Under 5 years old
Gabon,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2012,1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,15 to 49 years old
Gabon,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2012,40.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Under 5 years old
Gabon,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2012,36.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Under 5 years old
Gabon,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2012,38.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Under 5 years old
Gabon,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2012,17.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Total
Gabon,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2008,70.1,Units,%,Reported,Free,,,,,,"Évaluation finale Quatrième Round du Fonds mondial de lutte contre le Sida; la Tuberculose et le Paludisme "" Composante Paludisme "" 2008",,,End of fieldwork,,2008-2012,Total
Gabon,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2012,36.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2008-2012,Total
Gabon,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2012,28.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,15 to 49 years old
Gabon,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2012,39.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Under 5 years old
Gabon,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2012,31,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Under 5 years old
Gabon,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2012,34,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Under 5 years old
Gabon,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2012,63.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Under 5 years old
Gabon,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2012,70,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Under 5 years old
Gabon,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2012,67.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012,,,End of fieldwork,,2012,Under 5 years old
Gambia,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2006,8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2005-2006,,,End of fieldwork,,2006-2020,15 to 49 years old
Gambia,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2013,5.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2013,,,End of fieldwork,,2006-2020,15 to 49 years old
Gambia,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2017,43.4,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2017,,,End of fieldwork,,2006-2020,15 to 49 years old
Gambia,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2018,37.5,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2018,,,End of fieldwork,,2006-2020,15 to 49 years old
Gambia,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2020,52.2,Units,%,Reported,Free,,,,,,The Gambia Demographic and Health Survey 2019-20,Statcompiler,,End of fieldwork,,2006-2020,15 to 49 years old
Gambia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2000,15,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2000,,,End of fieldwork,,2000-2020,Under 5 years old
Gambia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2006,50,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2005-2006,,,End of fieldwork,,2000-2020,Under 5 years old
Gambia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2010,32.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2010,,,End of fieldwork,,2000-2020,Under 5 years old
Gambia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2013,46.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2013,,,End of fieldwork,,2000-2020,Under 5 years old
Gambia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2017,61.9,Units,%,Reported,Free,,,,,,Malaria Indicator Survey 2017,,,End of fieldwork,,2000-2020,Under 5 years old
Gambia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2018,56.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2018,,,End of fieldwork,,2000-2020,Under 5 years old
Gambia,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2020,45.2,Units,%,Reported,Free,,,,,,The Gambia Demographic and Health Survey 2019-20,Statcompiler,,End of fieldwork,,2000-2020,Under 5 years old
