year,country,ACT,CQ,data type,Region,lat,long,displayName,layerName,layerTitle,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR,Prev_DR,CQ_use
2004,Ghana,NA,NA,NA,West Africa,5.34,-0.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.118940465,22453078,8,Winneba,2004,2004,pfcrt 76T,25,22,22,Takahashi N,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3369212&tool=pmcentrez&rendertype=abstract,"3/25 are mixed infections, however not sure b",22453078,Large-scale survey for novel genotypes of Plasmodium falciparum chloroquine-resistance gene pfcrt.,Amodiaquine,pfcrt 76T,88,NA,11.89404652,88,NA
2004,Ghana,NA,NA,NA,West Africa,7.33,-2.33,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.4079175,17158810,4,Sunyani,2004,2004,pfcrt 76T,62,37,38,Duah NO,2007,http://www.ncbi.nlm.nih.gov/pubmed/17158810,NA,17158810,"Mutations in Plasmodium falciparum chloroquine resistance transporter and multidrug resistance genes, and treatment outcomes in Ghanaian children with uncomplicated malaria.",Amodiaquine,pfcrt 76T,61,NA,40.79174995,59.67741935,NA
2004,Ghana,NA,NA,NA,West Africa,7.33,-2.33,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.4079175,17158810,4,Sunyani,2004,2004,pfcrt 76T,62,37,38,Duah NO,2007,http://www.ncbi.nlm.nih.gov/pubmed/17158810,NA,17158810,"Mutations in Plasmodium falciparum chloroquine resistance transporter and multidrug resistance genes, and treatment outcomes in Ghanaian children with uncomplicated malaria.",Amodiaquine,pfcrt 76T,61,NA,40.79174995,59.67741935,NA
2004,Ghana,NA,NA,NA,West Africa,5.3,-1.98,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.467239171,17158810,3,Tarkwa,2004,2004,pfcrt 76T,42,35,41,Duah NO,2007,http://www.ncbi.nlm.nih.gov/pubmed/17158810,NA,17158810,"Mutations in Plasmodium falciparum chloroquine resistance transporter and multidrug resistance genes, and treatment outcomes in Ghanaian children with uncomplicated malaria.",Amodiaquine,pfcrt 76T,98,NA,46.72391713,83.33333333,NA
2004,Ghana,NA,NA,NA,West Africa,6.45,-1.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.206240594,24172030,1,"Bekwai, Begoro,Hohoe, Sunyani, Tarkwa, Navrongo, Wa, Yendi, Cape-Coast",2003,2004,pfcrt 76T,324,227,227,Duah NO,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3819684&tool=pmcentrez&rendertype=abstract,NA,24172030,Increased pfmdr1 gene copy number and the decline in pfcrt and pfmdr1 resistance alleles in Ghanaian Plasmodium falciparum isolates after the change of anti-malarial drug treatment policy.,Amodiaquine,pfcrt 76T,85,I,20.62405944,70.0617284,NA
2003,Guinea,NA,NA,NA,West Africa,9.64,-13.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.198007151,20439955,11,NA,2003,2003,pfcrt 76T,1,1,1,Andriantsoanirina V,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2861372&tool=pmcentrez&rendertype=abstract,"In vitro data_x000d_
Travellers",20439955,Association of microsatellite variations of Plasmodium falciparum Na+/H+ exchanger (Pfnhe-1) gene with reduced in vitro susceptibility to quinine: lack of confirmation in clinical isolates from Africa.,Amodiaquine,pfcrt 76T,100,NA,19.80071515,100,NA
2003,Guinea-Bissau,NA,NA,NA,West Africa,11.88,-15.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.106488325,25421474,0,Bissau,2003,2003,pfcrt 76T,318,75,75,Jovel IT,2015,http://www.ncbi.nlm.nih.gov/pubmed/25421474,NA,25421474,"Temporal and Seasonal Changes of Genetic Polymorphisms Associated with Altered Drug Susceptibility to Chloroquine, Lumefantrine, and Quinine in Guinea-Bissau between 2003 and 2012",Amodiaquine,pfcrt 76T,57,I,10.64883247,23.58490566,NA
2003,Guinea-Bissau,NA,NA,NA,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.071119331,17033142,8,NA,1998,2003,pfcrt 76T,5,1,1,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,20,NA,7.111933082,20,NA
2003,Guinea-Bissau,NA,NA,NA,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.071119331,16154388,9,NA,1998,2003,pfcrt 76T,5,1,1,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,20,E,7.111933082,20,NA
2003,Guinea-Bissau,NA,NA,NA,West Africa,11.85,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.071119331,19718439,1,Bissau,2003,2003,pfcrt 76T,320,77,77,Ursing J,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2729929&tool=pmcentrez&rendertype=abstract,Stratification by month and parasitemia in th,19718439,No seasonal accumulation of resistant P. falciparum when high-dose chloroquine is used.,Amodiaquine,pfcrt 76T,24,I,7.111933082,24.0625,NA
2004,Guinea-Bissau,NA,NA,NA,West Africa,11.88,-15.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.056776777,25421474,1,Bissau,2004,2004,pfcrt 76T,151,37,37,Jovel IT,2015,http://www.ncbi.nlm.nih.gov/pubmed/25421474,NA,25421474,"Temporal and Seasonal Changes of Genetic Polymorphisms Associated with Altered Drug Susceptibility to Chloroquine, Lumefantrine, and Quinine in Guinea-Bissau between 2003 and 2012",Amodiaquine,pfcrt 76T,57,I,5.677677691,24.50331126,NA
2004,Guinea-Bissau,NA,NA,NA,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.037504684,17488902,0,NA,2001,2004,pfcrt 76T,478,111,111,Ursing J,2007,http://www.ncbi.nlm.nih.gov/pubmed/17488902,"Clinical CQ, high dose CQ and AQ data and pos",17488902,Plasmodium falciparum genotypes associated with chloroquine and amodiaquine resistance in Guinea-Bissau.,Amodiaquine,pfcrt 76T,23,I,3.750468418,23.22175732,NA
2004,Guinea-Bissau,NA,NA,NA,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.037504684,24657918,5,NA,2001,2004,pfcrt 76T,50,16,16,Jovel IT,2014,http://www.ncbi.nlm.nih.gov/pubmed/24657918,NA,24657918,Single nucleotide polymorphisms in Plasmodium falciparum V type H(+) pyrophosphatase gene (pfvp2) and their associations with pfcrt and pfmdr1 polymorphisms.,Amodiaquine,pfcrt 76T,32,I,3.750468418,32,NA
2004,Guinea-Bissau,NA,NA,NA,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.037504684,19718439,2,Bissau,2004,2004,pfcrt 76T,153,40,40,Ursing J,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2729929&tool=pmcentrez&rendertype=abstract,Stratification by month and parasitemia in th,19718439,No seasonal accumulation of resistant P. falciparum when high-dose chloroquine is used.,Amodiaquine,pfcrt 76T,29,I,3.750468418,26.14379085,NA
2004,Guinea-Bissau,NA,NA,NA,West Africa,11.96,-15.54,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.08010789,17467343,4,"Nhacra, Placc",2004,2004,pfcrt 76T,93,25,35,Ursing J,2007,http://www.ncbi.nlm.nih.gov/pubmed/17467343,In vitro data available,17467343,Chloroquine resistant P. falciparum prevalence is low and unchanged between 1990 and 2005 in Guinea-Bissau: an effect of high chloroquine dosage?,Amodiaquine,pfcrt 76T,38,NA,8.010789007,26.88172043,NA
2005,Guinea-Bissau,NA,NA,NA,West Africa,11.88,-15.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.037572153,25421474,2,Bissau,2005,2005,pfcrt 76T,169,39,39,Jovel IT,2015,http://www.ncbi.nlm.nih.gov/pubmed/25421474,NA,25421474,"Temporal and Seasonal Changes of Genetic Polymorphisms Associated with Altered Drug Susceptibility to Chloroquine, Lumefantrine, and Quinine in Guinea-Bissau between 2003 and 2012",Amodiaquine,pfcrt 76T,57,I,3.757215291,23.07692308,NA
2005,Guinea-Bissau,NA,NA,NA,West Africa,11.87,-15.6,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.024518279,19718439,3,Bissau,2005,2005,pfcrt 76T,167,40,40,Ursing J,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2729929&tool=pmcentrez&rendertype=abstract,Stratification by month and parasitemia in th,19718439,No seasonal accumulation of resistant P. falciparum when high-dose chloroquine is used.,Amodiaquine,pfcrt 76T,29,I,2.451827936,23.95209581,NA
2005,Guinea-Bissau,NA,NA,NA,West Africa,11.96,-15.54,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.054183714,17467343,5,"Nhacra, Placc",2005,2005,pfcrt 76T,23,1,3,Ursing J,2007,http://www.ncbi.nlm.nih.gov/pubmed/17467343,In vitro data available,17467343,Chloroquine resistant P. falciparum prevalence is low and unchanged between 1990 and 2005 in Guinea-Bissau: an effect of high chloroquine dosage?,Amodiaquine,pfcrt 76T,38,NA,5.418371409,4.347826087,NA
2001,Guyana,NA,NA,NA,South America,6.8,-58.17,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000551657,15322628,0,Multiple,1998,2001,pfcrt 76T,112,112,112,Best Plummer W,2004,http://www.ncbi.nlm.nih.gov/pubmed/15322628,In vitro data available.,15322628,Pfcrt and pfmdr1 alleles associated with chloroquine resistance in Plasmodium falciparum from Guyana,Amodiaquine,pfcrt 76T,100,NA,0.055165688,100,NA
2000,India,NA,NA,NA,Asia,15.49,73.82,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001625848,12826304,0,"Panaji, Sonapur, Ghaziabad",2000,2000,pfcrt 76T,213,194,203,Vinayak S,2003,http://www.ncbi.nlm.nih.gov/pubmed/?term=12826304,Clinical CQ data and in vitro data available.,12826304,Prevalence of the K76T mutation in the pfcrt gene of Plasmodium falciparum among chloroquine responders in India.,Amodiaquine,pfcrt 76T,95,NA,0.162584812,91.07981221,NA
2001,India,NA,NA,NA,Asia,15.3,74.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.008726944,18411325,4,"Goa, Assam, Uttar Pradesh",2001,2001,pfcrt 76T,32,32,32,Mehlotra RK,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2415780&tool=pmcentrez&rendertype=abstract,NA,18411325,Discordant patterns of genetic variation at two chloroquine resistance loci in worldwide populations of the malaria parasite Plasmodium falciparum.,Amodiaquine,pfcrt 76T,100,NA,0.872694422,100,NA
2001,India,NA,NA,NA,Asia,19.75,75.71,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",6.27526E-06,15031513,2,Maharashtra,2000,2001,pfcrt 76T,12,12,12,Vathsala PG,2004,http://www.ncbi.nlm.nih.gov/pubmed/15031513,NA,15031513,Widespread occurrence of the Plasmodium falciparum chloroquine resistance transporter (Pfcrt) gene haplotype SVMNT in P. falciparum malaria in India.,Amodiaquine,pfcrt 76T,100,NA,6.28e-4,100,NA
2002,India,NA,NA,NA,Asia,25.77,90.8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.108231813,22236376,2,Assam,2002,2002,pfcrt 76T,26,26,26,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,Post-treatment genotypes available after CQ t,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfcrt 76T,100,NA,10.82318127,100,NA
2002,India,NA,NA,NA,Asia,21.58,83.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000230727,15031513,3,Orissa,2000,2002,pfcrt 76T,26,25,26,Vathsala PG,2004,http://www.ncbi.nlm.nih.gov/pubmed/15031513,NA,15031513,Widespread occurrence of the Plasmodium falciparum chloroquine resistance transporter (Pfcrt) gene haplotype SVMNT in P. falciparum malaria in India.,Amodiaquine,pfcrt 76T,100,NA,0.02307273,96.15384615,NA
2002,India,NA,NA,NA,Asia,20.1,80,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000112595,22236376,10,Maharastra,2002,2002,pfcrt 76T,14,9,9,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,NA,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfcrt 76T,64,NA,0.011259517,64.28571429,NA
2002,India,NA,NA,NA,Asia,28.57,77.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000317366,22236376,11,Uttar Pradesh,2002,2002,pfcrt 76T,17,17,17,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,NA,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfcrt 76T,100,NA,0.031736563,100,NA
2003,India,NA,NA,NA,Asia,26.2,92.94,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.010204694,16516311,1,Assam,2001,2003,pfcrt 76T,50,50,50,Vinayak S,2006,http://www.ncbi.nlm.nih.gov/pubmed/16516311,NA,16516311,Wide variation in microsatellite sequences within each Pfcrt mutant haplotype.,Amodiaquine,pfcrt 76T,100,NA,1.020469423,100,NA
2003,India,NA,NA,NA,Asia,22.27,84.76,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000258865,19426658,2,Kuarmunda,2003,2003,pfcrt 76T,40,29,29,Valecha N,2009,http://www.ncbi.nlm.nih.gov/pubmed/19426658,Clincal data CQ.,19426658,Low efficacy of chloroquine: time to switchover to artemisinin-based combination therapy for falciparum malaria in India.,Amodiaquine,pfcrt 76T,73,NA,0.025886492,72.5,NA
2003,India,NA,NA,NA,Asia,22.25,85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000273225,19426658,1,Bisra,2003,2003,pfcrt 76T,30,21,21,Valecha N,2009,http://www.ncbi.nlm.nih.gov/pubmed/19426658,Clincal data CQ.,19426658,Low efficacy of chloroquine: time to switchover to artemisinin-based combination therapy for falciparum malaria in India.,Amodiaquine,pfcrt 76T,70,NA,0.027322542,70,NA
2003,India,NA,NA,NA,Asia,21.58,83.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000160455,22236376,1,Orissa,2003,2003,pfcrt 76T,54,43,43,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,Post-treatment (CQ) genotypes available,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfcrt 76T,80,NA,0.016045464,79.62962963,NA
2003,India,NA,NA,NA,Asia,21.58,83.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000160455,16288790,0,Orissa,2003,2003,pfcrt 76T,120,91,91,Mishra S,2006,http://www.ncbi.nlm.nih.gov/pubmed/16288790,NA,16288790,An efficient PCR--SSCP-based method for detection of a chloroquine resistance marker in the PfCRT gene of Plasmodium falciparum.,Amodiaquine,pfcrt 76T,76,NA,0.016045464,75.83333333,NA
2003,India,NA,NA,NA,Asia,21.58,83.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000160455,16516311,4,Orissa,2001,2003,pfcrt 76T,48,26,26,Vinayak S,2006,http://www.ncbi.nlm.nih.gov/pubmed/16516311,NA,16516311,Wide variation in microsatellite sequences within each Pfcrt mutant haplotype.,Amodiaquine,pfcrt 76T,54,NA,0.016045464,54.16666667,NA
